"date","username","role","classId","className","type","data"
"Sat May 26 2018 12:30:34","Naseh","admin",0,"null","Access","Authenticated / RFID : 1354144117102"
"Sat May 26 2018 12:30:38","Naseh","Admin",209,"null","Command","open"
"Sat May 26 2018 12:43:08","sabet","superuser",0,"null","Access","Authenticated / RFID : 63201221137162"
"Sat May 26 2018 12:43:12","Naseh","Admin",207,"null","Command","close"
"Sat May 26 2018 12:54:02","sabet","superuser",0,"null","Access","Authenticated / RFID : 63201221137162"
"Sat May 26 2018 12:54:06","Naseh","Admin",209,"null","Command","close"
"Sat May 26 2018 12:54:07","Naseh","Admin",209,"null","Command","open"
"Sat May 26 2018 12:54:16","null","null",0,"null","Access","Not Authenticated / RFID : 63201101"
"Sat May 26 2018 12:54:19","sabet","superuser",0,"null","Access","Authenticated / RFID : 63201221137162"
"Sat May 26 2018 12:54:27","Naseh","Admin",205,"null","Command","open"
"Sat May 26 2018 12:54:33","Naseh","Admin",205,"null","Command","close"
"Sat May 26 2018 12:54:35","Naseh","Admin",207,"null","Command","open"
"Sat May 26 2018 12:54:39","Naseh","Admin",207,"null","Command","close"
"Sat May 26 2018 12:54:43","sabet","superuser",0,"null","Access","Authenticated / RFID : 63201221137162"
"Sat May 26 2018 13:06:15","sabet","superuser",0,"null","Access","Authenticated / RFID : 1513216011798"
"Sat May 26 2018 13:06:20","Naseh","Admin",207,"null","Command","open"
"Sat May 26 2018 13:13:58","sabet","superuser",0,"null","Access","Authenticated / RFID : 1513216011798"
"Sat May 26 2018 13:24:37","sabet","superuser",0,"null","Access","Authenticated / RFID : 63201221137162"
"Sat May 26 2018 13:37:20","sabet","superuser",0,"null","Access","Authenticated / RFID : 63201221137162"
"Sat May 26 2018 13:37:26","Naseh","Admin",202,"null","Command","close"
"Sat May 26 2018 13:37:27","Naseh","Admin",202,"null","Command","open"
"Sat May 26 2018 14:03:08","sabet","superuser",0,"null","Access","Authenticated / RFID : 1513216011798"
"Sat May 26 2018 14:03:12","Naseh","Admin",205,"null","Command","open"
"Sat May 26 2018 14:04:46","Naseh","admin",0,"null","Access","Authenticated / RFID : 1354144117102"
"Sat May 26 2018 14:04:51","Naseh","Admin",202,"null","Command","close"
"Sat May 26 2018 14:07:30","sabet","superuser",0,"null","Access","Authenticated / RFID : 1513216011798"
"Sat May 26 2018 14:07:34","Naseh","Admin",205,"null","Command","close"
"Sat May 26 2018 14:08:45","Naseh","Admin",205,"null","Command","open"
"Sat May 26 2018 14:08:46","Naseh","Admin",205,"null","Command","close"
"Sat May 26 2018 14:10:50","sabet","superuser",0,"null","Access","Authenticated / RFID : 1513216011798"
"Sat May 26 2018 14:10:53","Naseh","Admin",205,"null","Command","open"
"Sat May 26 2018 14:10:59","Naseh","Admin",205,"null","Command","close"
"Sat May 26 2018 14:14:06","Naseh","Admin",202,"null","Command","open"
"Sat May 26 2018 14:40:23","Naseh","admin",0,"null","Access","Authenticated / RFID : 1354144117102"
"Sat May 26 2018 14:40:26","Naseh","Admin",202,"null","Command","close"
"Sat May 26 2018 14:55:47","IEEE","Admin",0,"null","Admin","Create"
"Sat May 26 2018 14:57:29",,"Admin",2062,,"Admin","Create"
"Sat May 26 2018 14:58:07","IEEE","Admin",2062,,"Admin","Edit"
"Sat May 26 2018 14:58:20","Ghaderi","Admin",0,"null","Admin","Create"
"Sat May 26 2018 14:59:15",,"Admin",,,"define","remove student : Ghaderi"
"Sat May 26 2018 15:00:10","sabet","superuser",0,"null","Access","Authenticated / RFID : 1513216011798"
"Sat May 26 2018 15:00:13","Naseh","Admin",205,"null","Command","open"
"Sat May 26 2018 15:00:39","Naseh","Admin",205,"null","Command","close"
"Sat May 26 2018 15:00:50",,"Admin",,,"define","assign student : Ghaderi"
"Sat May 26 2018 15:01:06",,"Admin",,,"define","remove student : IEEE"
"Sat May 26 2018 15:01:08",,"Admin",,,"define","remove student : Ghaderi"
"Sat May 26 2018 15:01:16","IEEE","Admin",0,"null","Admin","Delete User"
"Sat May 26 2018 15:01:16","IEEE","Admin",2062,"new","Admin","Delete Class"
"Sat May 26 2018 15:01:19",,"Admin",,,"define","remove student : test1"
"Sat May 26 2018 15:01:21",,"Admin",,,"define","remove student : test2"
"Sat May 26 2018 15:01:26",,"Admin",,,"define","remove student : Ghaderi"
"Sat May 26 2018 15:02:06","IEEE","Admin",0,"null","Admin","Create"
"Sat May 26 2018 15:02:12",,"Admin",,,"define","remove student : test1"
"Sat May 26 2018 15:02:13",,"Admin",,,"define","remove student : test2"
"Sat May 26 2018 15:02:27",,"Admin",,,"define","remove student : test1"
"Sat May 26 2018 15:02:28",,"Admin",,,"define","remove student : test2"
"Sat May 26 2018 15:02:36",,"Admin",,,"define","remove student : Ghaderi"
"Sat May 26 2018 15:03:03",,"Admin",2062,,"Admin","Create"
"Sat May 26 2018 15:04:33",,"Admin",,,"define","assign student : Ghaderi"
"Sat May 26 2018 15:04:47",,"Admin",,,"define","remove student : test1"
"Sat May 26 2018 15:04:49",,"Admin",,,"define","remove student : test2"
"Sat May 26 2018 15:05:29","Naseh","admin",0,"null","Access","Authenticated / RFID : 1354144117102"
"Sat May 26 2018 15:05:43","Ghaderi",,0,"null","Access","RFID-Sample"
"Sat May 26 2018 15:05:57","Ghaderi","student",0,"null","Access","Authenticated / RFID : 8501084116"
"Sat May 26 2018 15:05:57","IEEE","student",2062,"New","Access","Authorized"
"Sat May 26 2018 15:05:59","Ghaderi","student",2062,"New","Command","open"
"Sat May 26 2018 15:05:57","IEEE","student",2062,"New","Access","logged out"
"Sat May 26 2018 15:06:29","IEEE","admin",2062,"New","timeout","timeout-close"
"Sat May 26 2018 15:06:29","Naseh","Admin",2062,"null","Command","close"
"Sat May 26 2018 15:09:45","Naseh","admin",0,"null","Access","Authenticated / RFID : 1354144117102"
"Sat May 26 2018 15:10:20","Adelpour","Admin",0,"null","Admin","Create"
"Sat May 26 2018 15:10:30",,"Admin",,,"define","assign student : Adelpour"
"Sat May 26 2018 15:11:23","Naseh","admin",0,"null","Access","Authenticated / RFID : 1354144117102"
"Sat May 26 2018 15:11:40","Adelpour",,0,"null","Access","RFID-Sample"
"Sat May 26 2018 15:12:19","sabet","superuser",0,"null","Access","Authenticated / RFID : 1513216011798"
"Sat May 26 2018 15:12:22","Naseh","Admin",205,"null","Command","open"
"Sat May 26 2018 15:12:43","Naseh","Admin",205,"null","Command","close"
"Sat May 26 2018 15:16:14","Dr. Eshghi","teacher",0,"null","Access","Authenticated / RFID : 1302284101165"
"Sat May 26 2018 15:16:14","Dr. Eshghi","teacher",205,"Micro Lab","Access","Authorized"
"Sat May 26 2018 15:16:16","Dr. Eshghi","teacher",205,"Micro Lab","Command","open"
"Sat May 26 2018 15:16:16","Dr. Eshghi","teacher",205,,"logout","before time"
"Sat May 26 2018 15:16:14","Dr. Eshghi","teacher",205,"Micro Lab","Access","logged out"
"Sat May 26 2018 15:17:27","IEEE","Admin",0,"null","Admin","Edit"
"Sat May 26 2018 15:18:43","Admin","Admin",0,"RnArOfRjLMnkFVZO","Admin","Delete"
"Sat May 26 2018 15:19:13",,"Admin",,,"define","remove student : test1"
"Sat May 26 2018 15:19:17",,"Admin",,,"define","remove student : test2"
