"date","username","role","classId","className","type","data"
"Wed May 09 2018 13:35:24 GMT+0430 (+0430)","Dariush Abedi","teacher",0,"null","Access","Authenticated / RFID : 21132253014"
"Wed May 09 2018 13:35:24 GMT+0430 (+0430)","Dariush Abedi","teacher",205,"Logic Lab","Access","Authorized"
"Wed May 09 2018 13:35:25 GMT+0430 (+0430)","Dariush Abedi","teacher",205,"Logic Lab","Command","open"
"Wed May 09 2018 13:35:25 GMT+0430 (+0430)","Dariush Abedi","teacher",205,,"logout","before time"
"1525856733156","Dariush Abedi","teacher",205,"Logic Lab","Access","log out failed"
"Wed May 09 2018 17:09:57 GMT+0430 (+0430)","Dariush Abedi","teacher",0,"null","Access","Authenticated / RFID : 21132253014"
"Wed May 09 2018 17:09:57 GMT+0430 (+0430)","Dariush Abedi","teacher",205,"Logic Lab","Access","Authorized"
"Wed May 09 2018 17:09:59 GMT+0430 (+0430)","Dariush Abedi","{ _id: 5ad367689f970c02c5c9cf7a,\n  username: 'Dariush Abedi',\n  role: 'teacher',\n  extraData: \n   { class: \n      { leftDate: [Object],\n        rightDate: [Object],\n        _id: 5ad36a019f970c02c5c9cf89,\n        name: 'Logic Lab',\n        classId: 205,\n        day: 'Wed',\n        left: 8010,\n        right: 8250,\n        situation: 'open',\n        ostadUsername: 'Dariush Abedi',\n        id: 'mhaEffRyZKjGQaIC' },\n     user: \n      { _id: 5ad367689f970c02c5c9cf7a,\n        username: 'Dariush Abedi',\n        fullName: 'Dariush Abedi',\n        role: 'teacher',\n        command: 'O',\n        extraData: [Object] } },\n  createdAt: 1525869599270,\n  updatedAt: 1525869599270 }",205,"Logic Lab","Command","close"
"Wed May 09 2018 17:09:59 GMT+0430 (+0430)","Dariush Abedi","teacher",205,,"logout","before time"
"1525869606962","Dariush Abedi","teacher",205,"Logic Lab","Access","log out failed"
"Thu May 10 2018 10:52:40 GMT+0430 (+0430)","Naseh","admin",0,"null","Access","Authenticated / RFID : 1354144117102"
"Thu May 10 2018 10:52:45 GMT+0430 (+0430)","Naseh","Admin",205,"null","Command","open"
"Thu May 10 2018 11:06:51 GMT+0430 (+0430)","Naseh","Admin",205,"null","Command","close"
"Thu May 10 2018 17:08:30 GMT+0430 (+0430)","Naseh","admin",0,"null","Access","Authenticated / RFID : 1354144117102"
"Thu May 10 2018 17:08:36 GMT+0430 (+0430)","Naseh","Admin",205,"null","Command","open"
"Thu May 10 2018 17:09:28 GMT+0430 (+0430)","Naseh","Admin",205,"null","Command","close"
"Thu May 10 2018 18:19:30 GMT+0430 (+0430)","Naseh","admin",0,"null","Access","Authenticated / RFID : 1354144117102"
"Thu May 10 2018 18:19:35 GMT+0430 (+0430)","Naseh","admin",0,"null","Access","Authenticated / RFID : 1354144117102"
"Thu May 10 2018 18:19:56 GMT+0430 (+0430)","Naseh","Admin",205,"null","Command","open"
"Thu May 10 2018 18:20:34 GMT+0430 (+0430)","Naseh","Admin",205,"null","Command","close"
"Sat May 12 2018 08:50:37 GMT+0430 (+0430)","Naseh","admin",0,"null","Access","Authenticated / RFID : 1354144117102"
"Sat May 12 2018 08:50:49 GMT+0430 (+0430)","Naseh","Admin",205,"null","Command","open"
"Sat May 12 2018 08:53:32 GMT+0430 (+0430)","Naseh","Admin",205,"null","Command","close"
"Sat May 12 2018 10:04:28 GMT+0430 (+0430)","sabet","superuser",0,"null","Access","Authenticated / RFID : 1513216011798"
"Sat May 12 2018 10:04:32 GMT+0430 (+0430)","Naseh","Admin",205,"null","Command","open"
"Sat May 12 2018 10:04:46 GMT+0430 (+0430)","Naseh","Admin",205,"null","Command","close"
"Sat May 12 2018 12:38:38","test","Admin",0,"null","Admin","Create"
"Sat May 12 2018 12:38:57",,"Admin",206,,"Admin","Create"
"Sat May 12 2018 12:40:02","null","null",0,"null","Access","Not Authenticated / RFID : 20823716813728"
"Sat May 12 2018 12:40:04","null","null",0,"null","Access","Not Authenticated / RFID : 20823716813728"
"Sat May 12 2018 12:40:10","null","null",0,"null","Access","Not Authenticated / RFID : 1211942135141"
"Sat May 12 2018 12:40:11","null","null",0,"null","Access","Not Authenticated / RFID : 1211942135141"
"Sat May 12 2018 12:40:15","null","null",0,"null","Access","Not Authenticated / RFID : 5536103182194"
"Sat May 12 2018 12:40:21","null","null",0,"null","Access","Not Authenticated / RFID : 20823716813728"
"Sat May 12 2018 12:40:31","sabet","superuser",0,"null","Access","Authenticated / RFID : 63201221137162"
"Sat May 12 2018 12:40:43","test",,0,"null","Access","RFID-Sample"
"Sat May 12 2018 12:40:55","test","teacher",0,"null","Access","Authenticated / RFID : 20823716813728"
"Sat May 12 2018 12:40:55","test","teacher",206,"Test class","Access","Authorized"
"Sat May 12 2018 12:41:00","test","teacher",202,"Project Room","Command","open"
"Sat May 12 2018 12:40:55","test","teacher",206,"Test class","Access","log out failed"
"Sat May 12 2018 12:41:07","test","teacher",0,"null","Access","Authenticated / RFID : 20823716813728"
"Sat May 12 2018 12:41:07","test","teacher",206,"Test class","Access","Authorized"
"Sat May 12 2018 12:41:11","test","teacher",206,"Test class","Command","open"
"Sat May 12 2018 12:41:11","test","teacher",206,,"logout","before time"
"Sat May 12 2018 12:41:13","test","teacher",0,"null","Access","Authenticated / RFID : 20823716813728"
"Sat May 12 2018 12:41:13","test","teacher",206,"Test class","Access","Authorized"
